Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
192,194,"loneliness echoes in empty spaces, yearning for connection.",loneliness,12-09-2019 18:10,echoingsoul,instagram,#loneliness #yearningforconnection,15,30,australia,2019,9,12,18
193,195,"jealousy poisons my thoughts, resentment brewing within.",jealousy,05-08-2018 16:30,poisonedmind,facebook,#jealousy #resentment,8,15,usa,2018,8,5,16
194,196,"resentment festers, a wound that refuses to heal.",resentment,12-01-2017 12:00,unforgivingsoul,twitter,#resentment #unforgiving,10,20,india,2017,1,12,12
195,197,"frustration escalates, a thunderstorm of emotions.",frustration,05-04-2022 14:45,thunderingmind,instagram,#frustration #emotionaloutburst,12,25,uk,2022,4,5,14
196,198,"boredom lingers, a stagnant pool of indifference.",boredom,02-10-2021 19:00,stagnantheart,facebook,#boredom #stagnation,7,15,canada,2021,10,2,19
197,199,"embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",curiosity,15-04-2023 10:15,inquisitivemind,twitter,#curiosity #learning,15,30,usa,2023,4,15,10
198,200,"lost in the vast sea of information, an indifferent wave in the digital ocean.",indifference,28-11-2022 17:30,apatheticobserver,instagram,#indifference #digitaloverload,7,15,canada,2022,11,28,17
199,201,"the complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",confusion,02-04-2020 09:45,seekingclarity,facebook,#confusion #lifepuzzle,10,20,uk,2020,4,2,9
200,202,"a numbness settles over me, a shield against the overwhelming emotions life throws my way.",numbness,10-08-2021 14:00,emotionallydistant,twitter,#numbness #emotionalshield,8,15,india,2021,8,10,14
201,203,"gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",melancholy,18-06-2019 20:45,sunsetdreamer,instagram,#melancholy #sunsetmoments,12,25,australia,2019,6,18,20
202,204,"revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",nostalgia,05-02-2018 15:15,memorylanetraveler,facebook,#nostalgia #memorylane,10,20,usa,2018,2,5,15
203,205,"torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",ambivalence,30-05-2022 11:30,mixedfeelings,twitter,#ambivalence #uncertainchoices,12,25,canada,2022,5,30,11
204,206,"embracing the ebb and flow of life, finding acceptance in the dance of existence.",acceptance,10-01-2023 16:20,zenlifestyle,instagram,#acceptance #lifejourney,15,30,uk,2023,1,10,16
205,207,"facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",determination,18-09-2020 13:45,resilientspirit,facebook,#determination #achievetheimpossible,10,20,india,2020,9,18,13
206,208,"serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",serenity,03-07-2021 19:00,naturesoul,twitter,#serenity #natureretreat,12,25,australia,2021,7,3,19
207,209,"curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",curiosity,08-10-2022 08:15,eternallearner,instagram,#curiosity #knowledgequest,20,40,usa,2022,10,8,8
208,210,"floating through the day with an air of indifference, detached from the mundane happenings around.",indifference,22-03-2023 16:30,aloofobserver,facebook,#indifference #floatingthroughlife,10,20,canada,2023,3,22,16
209,211,"entangled in the web of thoughts, confusion reigning as i navigate the labyrinth of ideas.",confusion,15-05-2021 11:45,thoughtexplorer,twitter,#confusion #thoughtlabyrinth,15,30,uk,2021,5,15,11
210,212,"numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",numbness,28-12-2019 14:30,stoicsoul,instagram,#numbness #stoicfacade,8,15,australia,2019,12,28,14
211,213,"melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",melancholy,01-03-2020 19:00,dreamerinsilence,facebook,#melancholy #whispersinthebreeze,12,25,india,2020,3,1,19
212,214,"stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",nostalgia,10-07-2018 15:45,journalkeeper,twitter,#nostalgia #journalmoments,10,20,canada,2018,7,10,15
213,215,"a tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",ambivalence,05-01-2022 10:30,threadweaver,instagram,#ambivalence #conflictingfeelings,12,25,uk,2022,1,5,10
214,216,"embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",acceptance,20-08-2021 16:20,selfloveadvocate,facebook,#acceptance #selflovejourney,15,30,australia,2021,8,20,16
215,217,"determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",determination,03-11-2019 13:45,dreamchaser,twitter,#determination #dreamsintoreality,18,35,usa,2019,11,3,13
216,218,"tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",serenity,12-04-2020 19:30,oceansoul,instagram,#serenity #oceanretreat,25,50,canada,2020,4,12,19
217,219,"exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",curiosity,15-04-2022 08:45,horizonexplorer,facebook,#curiosity #newhorizons,22,45,india,2022,4,15,8
218,220,"drifting through the day with a nonchalant demeanor, embracing the art of indifference.",indifference,10-02-2023 17:00,nonchalantspirit,twitter,#indifference #driftingthroughlife,9,18,uk,2023,2,10,17
219,221,"wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",confusion,05-08-2020 12:15,complexthinker,instagram,#confusion #perplexedmind,14,28,australia,2020,8,5,12
220,222,"immersed in a state of emotional numbness, a shield against the storm of daily struggles.",numbness,01-12-2021 15:30,shieldedheart,facebook,#numbness #emotionalshield,10,20,usa,2021,12,1,15
221,223,"a melancholic symphony playing in the background, the soundtrack of a wistful heart.",melancholy,25-03-2019 21:00,symphonysoul,twitter,#melancholy #wistfulheart,13,26,canada,2019,3,25,21
222,224,"flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",nostalgia,18-06-2017 14:45,yearbookexplorer,instagram,#nostalgia #yearbookmemories,12,25,india,2017,6,18,14
223,225,"torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",ambivalence,08-07-2022 11:30,decisivedilemma,facebook,#ambivalence #shadesofuncertainty,15,30,australia,2022,7,8,11
224,226,"embracing life's imperfections, finding acceptance in the journey, scars and all.",acceptance,15-05-2023 16:20,imperfectharmony,twitter,#acceptance #imperfectjourney,18,36,canada,2023,5,15,16
225,227,"a fiery determination burning within, fueled by the vision of reaching unparalleled heights.",determination,10-09-2021 14:45,visionaryspirit,instagram,#determination #unparalleledheights,20,40,uk,2021,9,10,14
226,228,"basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",serenity,28-02-2020 18:30,forestdreamer,facebook,#serenity #naturewhispers,25,50,usa,2020,2,28,18
227,231,"indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",indifference,10-03-2023 16:30,silentspectator,instagram,#indifference #silentobserver,9,18,india,2023,3,10,16
228,232,"navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",confusion,02-05-2021 11:45,mazenavigator,facebook,#confusion #thoughtlabyrinth,14,28,australia,2021,5,2,11
229,233,"an impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",numbness,18-10-2019 14:30,resilientfortress,twitter,#numbness #stoicresilience,11,22,uk,2019,10,18,14
230,234,"melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",melancholy,05-01-2020 20:00,canvasdreamer,instagram,#melancholy #bittersweetmemories,13,26,usa,2020,1,5,20
231,235,"a journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",nostalgia,10-08-2018 15:45,diaryexplorer,facebook,#nostalgia #diaryjourney,12,25,canada,2018,8,10,15
232,236,"ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",ambivalence,15-01-2022 10:30,crossroadstraveler,twitter,#ambivalence #conflictingemotions,15,30,india,2022,1,15,10
233,237,"embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",acceptance,20-07-2021 16:20,mosaicdreamer,instagram,#acceptance #beautifulchaos,18,36,australia,2021,7,20,16
234,238,"determination as the driving force, propelling me forward on the path to extraordinary achievements.",determination,03-12-2019 13:45,pathfinderspirit,facebook,#determination #extraordinarypath,20,40,usa,2019,12,3,13
235,239,"seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",serenity,12-04-2020 19:30,raindropharmony,twitter,#serenity #raindropmelody,25,50,canada,2020,4,12,19
236,240,"curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",curiosity,08-05-2022 08:45,seekerofunknowns,instagram,#curiosity #seekerofknowledge,22,45,uk,2022,5,8,8
237,241,"drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",indifference,22-02-2023 17:00,nonchalantwanderer,facebook,#indifference #driftingthroughlife,9,18,india,2023,2,22,17
238,242,"lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",confusion,05-06-2020 12:15,shadowedseeker,twitter,#confusion #labyrinthofthoughts,14,28,australia,2020,6,5,12
239,243,"wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",numbness,30-11-2021 15:30,turbulentshield,instagram,#numbness #emotionalstorms,10,20,canada,2021,11,30,15
240,244,"melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",melancholy,25-02-2019 21:00,wistfulpainter,facebook,#melancholy #wistfulyearning,13,26,uk,2019,2,25,21
241,245,"leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",nostalgia,18-05-2017 14:45,taleweaver,twitter,#nostalgia #photoalbumstories,12,25,usa,2017,5,18,14
242,246,"ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",ambivalence,05-08-2022 11:30,crossroadsexplorer,instagram,#ambivalence #crossroadsconfusion,15,30,canada,2022,8,5,11
243,247,"embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",acceptance,15-06-2023 16:20,mosaicartist,facebook,#acceptance #unpredictableart,18,36,australia,2023,6,15,16
244,248,"determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",determination,10-10-2021 14:45,dreamsculptor,twitter,#determination #sculptingdreams,20,40,uk,2021,10,10,14
245,249,"immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",serenity,12-05-2020 19:30,moonlitsoul,instagram,#serenity #moonlitpeace,25,50,usa,2020,5,12,19
246,250,"fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",curiosity,01-12-2022 09:15,fearlessexplorer,facebook,#curiosity #fearlessexplorer,22,44,india,2022,12,1,9
247,251,"wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",numbness,30-11-2021 15:30,turbulentshield,instagram,#numbness #emotionalstorms,10,20,canada,2021,11,30,15
248,252,"dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",zest,12-07-2018 17:45,joyfuldancer,twitter,#zest #carefreespirit,15,30,usa,2018,7,12,17
249,253,"basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",contentment,05-09-2020 20:10,serenebasker,facebook,#contentment #goldenglow,18,36,australia,2020,9,5,20
250,254,"gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",hopeful,18-04-2022 08:00,dreampainter,instagram,#hopeful #canvasofdreams,12,24,india,2022,4,18,8
251,255,"standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",proud,10-12-2019 12:20,oakachiever,twitter,#proud #branchesofachievement,25,50,canada,2019,12,10,12
252,256,"a heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",grateful,28-02-2023 09:45,heartgardener,facebook,#grateful #blossomingconnection,20,40,usa,2023,2,28,9
253,257,"extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",empathetic,03-04-2018 14:15,threadweaver,instagram,#empathetic #tapestryofunderstanding,15,30,uk,2018,4,3,14
254,258,"compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",compassionate,20-06-2022 10:30,cloudcaretaker,twitter,#compassionate #showerofempathy,18,36,australia,2022,6,20,10
255,259,"playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",playful,08-07-2020 18:00,raindancer,facebook,#playful #danceintherain,22,44,canada,2020,7,8,18
256,260,"soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",free-spirited,15-08-2021 11:10,skypainter,instagram,#freespirit #paintingthesky,20,40,india,2021,8,15,11
257,261,"bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",inspired,25-10-2019 16:50,phoenixexplorer,twitter,#inspired #creativephoenix,15,30,uk,2019,10,25,16
258,262,"navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",hopeful,05-10-2023 07:30,sunrisenavigator,facebook,#hopeful #sunriseofpossibilities,12,24,usa,2023,10,5,7
259,263,"striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",confident,15-02-2022 13:15,sandstrider,instagram,#confident #footprintsofassuredness,25,50,australia,2022,2,15,13
260,264,"lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",serenity,08-05-2021 22:00,nightserenader,twitter,#serenity #moonlitserenade,13,26,canada,2021,5,8,22
261,265,"unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",curiosity,29-11-2020 14:45,knowledgeseeker,instagram,#curiosity #labyrinthofquestions,17,34,usa,2020,11,29,14
262,266,"in the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",ambivalence,14-09-2019 10:20,breezewaltzer,facebook,#ambivalence #autumnwaltz,14,28,uk,2019,9,14,10
263,267,"gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",grateful,12-03-2022 19:55,starnavigator,twitter,#grateful #guidingstar,19,38,australia,2022,3,12,19
264,268,"with a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",zest,30-03-2023 16:30,meadowsprinter,instagram,#zest #fieldsofenthusiasm,16,32,india,2023,3,30,16
265,269,"a compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",compassionate,01-07-2021 12:10,rainnurturer,facebook,#compassionate #tearsofempathy,21,42,canada,2021,7,1,12
266,270,"proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",proud,05-01-2020 08:45,peakconqueror,twitter,#proud #scalingpeaks,23,46,usa,2020,1,5,8
267,271,"embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",hopeful,17-07-2022 06:15,dawngardener,instagram,#hopeful #seedsofoptimism,14,28,uk,2022,7,17,6
268,272,"a playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",playful,22-08-2018 17:20,carnivaldreamer,facebook,#playful #carnivalescapade,24,48,australia,2018,8,22,17
269,273,"floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",inspired,08-12-2021 14:30,skyartist,twitter,#inspired #cloudsofcreativity,18,36,india,2021,12,8,14
270,274,"navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",contentment,27-04-2019 09:50,rivernavigator,instagram,#contentment #tranquilwaters,20,40,canada,2019,4,27,9
271,275,"with empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",empathetic,03-09-2023 21:40,lanternwanderer,facebook,#empathetic #lanternofcompassion,16,32,usa,2023,9,3,21
272,276,"a free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",free-spirited,10-06-2020 10:05,dreamsoarer,twitter,#freespirit #wingsofdreams,22,44,uk,2020,6,10,10
273,277,"bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",grateful,01-04-2022 18:30,sunsetadmirer,instagram,#grateful #goldenhues,19,38,australia,2022,4,1,18
274,278,"confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",confident,15-01-2021 13:00,dancestrider,facebook,#confident #danceoflife,23,46,canada,2021,1,15,13
275,279,"hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",hopeful,06-05-2023 07:20,windwhisperer,twitter,#hopeful #brightertomorrows,15,30,india,2023,5,6,7
276,280,"playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",playful,18-11-2019 15:15,jugglingartist,instagram,#playful #jugglingresponsibilities,25,50,usa,2019,11,18,15
277,281,"whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",inspired,29-08-2020 20:45,starstoryteller,facebook,#inspired #talestothestars,14,28,uk,2020,8,29,20
278,282,"charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",hopeful,30-10-2022 11:40,wavenavigator,twitter,#hopeful #sailorofdreams,17,34,australia,2022,10,30,11
279,283,"a compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",compassionate,01-07-2021 12:10,rainnurturer,instagram,#compassionate #tearsofempathy,21,42,canada,2021,7,1,12
280,284,"proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",proud,05-01-2020 08:45,peakconqueror,twitter,#proud #scalingpeaks,23,46,usa,2020,1,5,8
281,285,"embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",hopeful,17-07-2022 06:15,dawngardener,instagram,#hopeful #seedsofoptimism,14,28,uk,2022,7,17,6
282,286,"a playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",playful,22-08-2018 17:20,carnivaldreamer,facebook,#playful #carnivalescapade,24,48,australia,2018,8,22,17
283,287,"floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",inspired,08-12-2021 14:30,skyartist,twitter,#inspired #cloudsofcreativity,18,36,india,2021,12,8,14
284,288,"navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",contentment,27-04-2019 09:50,rivernavigator,instagram,#contentment #tranquilwaters,20,40,canada,2019,4,27,9
285,289,"with empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",empathetic,03-09-2023 21:40,lanternwanderer,facebook,#empathetic #lanternofcompassion,16,32,usa,2023,9,3,21
286,290,"a free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",free-spirited,10-06-2020 10:05,dreamsoarer,twitter,#freespirit #wingsofdreams,22,44,uk,2020,6,10,10
287,291,"bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",grateful,01-04-2022 18:30,sunsetadmirer,instagram,#grateful #goldenhues,19,38,australia,2022,4,1,18
288,292,"confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",confident,15-01-2021 13:00,dancestrider,facebook,#confident #danceoflife,23,46,canada,2021,1,15,13
289,293,"hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",hopeful,06-05-2023 07:20,windwhisperer,twitter,#hopeful #brightertomorrows,15,30,india,2023,5,6,7
290,294,"playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",playful,18-11-2019 15:15,jugglingartist,instagram,#playful #jugglingresponsibilities,25,50,usa,2019,11,18,15
291,295,"whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",inspired,29-08-2020 20:45,starstoryteller,facebook,#inspired #talestothestars,14,28,uk,2020,8,29,20
292,296,"charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",hopeful,30-10-2022 11:40,wavenavigator,twitter,#hopeful #sailorofdreams,17,34,australia,2022,10,30,11
293,297,"a compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",compassionate,01-07-2021 12:10,rainnurturer,instagram,#compassionate #tearsofempathy,21,42,canada,2021,7,1,12
294,298,"proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",proud,05-01-2020 08:45,peakconqueror,twitter,#proud #scalingpeaks,23,46,usa,2020,1,5,8
295,299,"embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",hopeful,17-07-2022 06:15,dawngardener,instagram,#hopeful #seedsofoptimism,14,28,india,2022,7,17,6
296,300,"a playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",playful,22-08-2018 17:20,carnivaldreamer,facebook,#playful #carnivalescapade,24,48,australia,2018,8,22,17
297,301,"drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",despair,15-09-2021 16:00,shatteredheart,instagram,#despair #echoingsilence,8,16,canada,2021,9,15,16
298,302,"bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.",bitterness,08-03-2019 14:20,venomoussoul,facebook,#bitterness #resentmentweb,12,24,uk,2019,3,8,14
299,303,"wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing.",loneliness,20-07-2017 11:45,desertwanderer,twitter,#loneliness #miragesofconnection,15,30,usa,2017,7,20,11
300,304,"yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",yearning,02-11-2020 19:30,coldembrace,instagram,#yearning #distantwarmth,10,20,australia,2020,11,2,19
301,305,"eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.",fearful,12-05-2022 02:00,nightprisoner,facebook,#fearful #imaginedhorrors,18,36,india,2022,5,12,2
302,306,"apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.",apprehensive,08-04-2023 13:15,tightropewalker,twitter,#apprehensive #balancingact,14,28,uk,2023,4,8,13
303,307,"overwhelmed by the weight of the world, atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",overwhelmed,25-06-2021 17:50,atlasbearer,instagram,#overwhelmed #bouldersofexhaustion,22,44,canada,2021,6,25,17
304,308,"jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success.",jealous,30-08-2019 10:10,greenmonster,facebook,#jealous #greeneyedmonster,16,32,usa,2019,8,30,10
305,309,"devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.",devastated,03-08-2022 15:30,stormsurvivor,twitter,#devastated #windsofbrokenpromises,25,50,australia,2022,8,3,15
306,310,"frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",frustrated,17-12-2020 09:20,puzzlecomposer,instagram,#frustrated #unsolvablepuzzle,12,24,india,2020,12,17,9
307,311,"envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.",envious,28-02-2021 22:45,gildedheartache,facebook,#envious #gildedprize,20,40,usa,2021,2,28,22
308,312,"dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition.",dismissive,10-05-2018 14:00,indifferentfort,twitter,#dismissive #impenetrablewalls,14,28,uk,2018,5,10,14
309,313,"shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",frustrated,07-01-2022 11:10,dreammosaic,instagram,#frustrated #mosaicofdisappointment,15,30,canada,2022,1,7,11
310,314,"loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",loneliness,19-09-2019 03:30,nocturnalecho,facebook,#loneliness #solitarynocturne,18,36,australia,2019,9,19,3
311,315,"fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",fearful,14-07-2023 23:00,darkwhispers,twitter,#fearful #specteroftheunknown,13,26,uk,2023,7,14,23
312,316,"bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",bitterness,05-04-2020 16:20,lingeringtaste,instagram,#bitterness #bitteraftertaste,10,20,india,2020,4,5,16
313,317,"overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",overwhelmed,29-11-2021 08:45,tempestsurvivor,facebook,#overwhelmed #drowningsoul,20,40,usa,2021,11,29,8
314,318,"jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",jealous,12-12-2019 17:00,venomousheart,twitter,#jealous #heartofdiscontent,16,32,australia,2019,12,12,17
315,319,"devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",devastated,20-05-2022 14:50,fragiletrust,instagram,#devastated #shatteredtrust,25,50,canada,2022,5,20,14
316,320,"frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",frustrated,03-09-2020 12:15,brokenthreads,facebook,#frustrated #slippingthreads,14,28,uk,2020,9,3,12
317,321,"envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.",envious,10-02-2021 19:30,successpill,twitter,#envious #bitterpill,20,40,usa,2021,2,10,19
318,322,"dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",dismissive,18-08-2018 14:40,curtainshield,instagram,#dismissive #indifferenceperformance,12,24,australia,2018,8,18,14
319,323,"despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.",despair,28-02-2022 21:00,foggylabyrinth,facebook,#despair #labyrinthofhopelessness,8,16,canada,2022,2,28,21
320,324,"bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",bitterness,15-10-2019 10:30,icyresentment,twitter,#bitterness #iciclesofresentment,15,30,uk,2019,10,15,10
321,325,"loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",loneliness,01-12-2017 18:50,solitarymoon,instagram,#loneliness #starlesssky,18,36,usa,2017,12,1,18
322,326,"yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",yearning,18-04-2020 16:15,vanishedsunset,facebook,#yearning #huesofsunset,10,20,australia,2020,4,18,16
323,327,"fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",fearful,07-01-2023 03:30,nightprisoner,twitter,#fearful #lurkingmonsters,18,36,india,2023,1,7,3
324,328,"apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",apprehensive,10-06-2021 10:00,windwhisperer,instagram,#apprehensive #stormofdoubt,14,28,canada,2021,6,10,10
325,329,"overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",overwhelmed,22-02-2020 15:20,mazeexplorer,facebook,#overwhelmed #minotaurofpressure,22,44,usa,2020,2,22,15
326,330,"jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",jealous,17-03-2018 14:45,woundedgarden,twitter,#jealous #bloomingachievements,16,32,uk,2018,3,17,14
327,331,"devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",devastated,28-10-2022 11:15,ruinedheart,instagram,#devastated #echoesofshattereddreams,25,50,australia,2022,10,28,11
328,332,"frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",frustrated,01-11-2020 12:30,knotuntangler,facebook,#frustrated #labyrinthofmiscommunication,14,28,india,2020,11,1,12
329,333,"envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",envious,15-01-2021 22:10,elusivekeys,twitter,#envious #desireforkeys,20,40,usa,2021,1,15,22
330,334,"dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",dismissive,18-08-2018 14:00,indifferentfort,instagram,#dismissive #indifferenceperformance,12,24,australia,2018,8,18,14
331,335,"shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",frustrated,07-01-2022 11:10,dreammosaic,twitter,#frustrated #mosaicofdisappointment,15,30,canada,2022,1,7,11
